cifra,valor,tipo,base,clave,fuente,fecha,texto,modulo
fila.estatuto.id.V2,25979,id,V2,C,"id de la fila V2 (1932-05-27, El Sr. PRESIDENTE:)",2026-09-23,25979,metodo
fila.estatuto.id.v3,29042,id,v3,C,turno rescatado de Azaña (27-V-1932) en la v3,2026-09-23,29042,metodo
fila.estatuto.nwords.v3,17142,n,v3,C,nwords de la fila v3 29042,2026-09-23,17.142,metodo
fila.guerra.aclamacion.V2,107088,id,V2,L,fila de 1936-10-01 con «por aclamación quedó aprobada la proposición»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107088,cortes
fila.guerra.aclamacion.v3,121135,id,v3,L,fila de 1936-10-01 con «por aclamación quedó aprobada la proposición»; misma fila en la v3,2026-09-23,121135,cortes
fila.guerra.albornoz.V2,107197,id,V2,L,"fila de 1937-10-02 con «Pero si el Parlamento no es eso, no será nada»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107197,cortes
fila.guerra.albornoz.v3,121279,id,v3,L,"fila de 1937-10-02 con «Pero si el Parlamento no es eso, no será nada»; misma fila en la v3",2026-09-23,121279,cortes
fila.guerra.ayuntamiento.V2,107116,id,V2,L,fila de 1936-12-01 con «Palacio del Ayuntamiento de Valencia»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107116,cortes
fila.guerra.ayuntamiento.v3,121170,id,v3,L,fila de 1936-12-01 con «Palacio del Ayuntamiento de Valencia»; misma fila en la v3,2026-09-23,121170,cortes
fila.guerra.castillo.V2,107337,id,V2,L,"fila de 1939-02-01 con «Castillo de Figueras, a primero de Febrero»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107337,cortes
fila.guerra.castillo.v3,121459,id,v3,L,"fila de 1939-02-01 con «Castillo de Figueras, a primero de Febrero»; misma fila en la v3",2026-09-23,121459,cortes
fila.guerra.ciertas_cosas.V2,107196,id,V2,L,fila de 1937-10-02 con «de ciertas cosas no se puede hablar en la Cámara»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107196,cortes
fila.guerra.ciertas_cosas.v3,121278,id,v3,L,fila de 1937-10-02 con «de ciertas cosas no se puede hablar en la Cámara»; misma fila en la v3,2026-09-23,121278,cortes
fila.guerra.estatuto_vasco.V2,107091,id,V2,L,fila de 1936-10-01 con «De Estatuto del País Vasco»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107091,cortes
fila.guerra.estatuto_vasco.v3,121140,id,v3,L,fila de 1936-10-01 con «De Estatuto del País Vasco»; misma fila en la v3,2026-09-23,121140,cortes
fila.guerra.fotocopia.V2,107341,id,V2,L,fila de 1939-02-01 con «se ha podido obtener fotocopia del ejemplar del Extracto de »; fragmento comprobado letra a letra en cada exportación,2026-09-23,107341,cortes
fila.guerra.fotocopia.v3,121465,id,v3,L,fila de 1939-02-01 con «se ha podido obtener fotocopia del ejemplar del Extracto de »; misma fila en la v3,2026-09-23,121465,cortes
fila.guerra.hora.v3,121446,id,v3,L,fila de 1939-02-01 con «Abierta la sesión a las veintidos horas treinta minutos»; solo en la v3 (fila del sumario o del acta),2026-09-23,121446,cortes
fila.guerra.largo_1oct.V2,107068,id,V2,L,"fila de 1936-10-01 con «Sres. Diputados, vosotros, que me conocéis, sabéis lo parco »; fragmento comprobado letra a letra en cada exportación",2026-09-23,107068,cortes
fila.guerra.largo_1oct.v3,121113,id,v3,L,"fila de 1936-10-01 con «Sres. Diputados, vosotros, que me conocéis, sabéis lo parco »; misma fila en la v3",2026-09-23,121113,cortes
fila.guerra.lonja.V2,107148,id,V2,L,fila de 1937-10-01 con «congregarnos en la histórica Lonja»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107148,cortes
fila.guerra.lonja.v3,121219,id,v3,L,fila de 1937-10-01 con «congregarnos en la histórica Lonja»; misma fila en la v3,2026-09-23,121219,cortes
fila.guerra.madrid.V2,107114,id,V2,L,fila de 1936-12-01 con «nos reunimos en Madrid»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107114,cortes
fila.guerra.madrid.v3,121167,id,v3,L,fila de 1936-12-01 con «nos reunimos en Madrid»; misma fila en la v3,2026-09-23,121167,cortes
fila.guerra.monserrat_fecha.V2,107248,id,V2,L,"fila de 1938-02-01 con «Monserrat, 1 de Febrero de 1938»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107248,cortes
fila.guerra.monserrat_fecha.v3,121345,id,v3,L,"fila de 1938-02-01 con «Monserrat, 1 de Febrero de 1938»; misma fila en la v3",2026-09-23,121345,cortes
fila.guerra.montserrat.V2,107276,id,V2,L,fila de 1938-09-30 con «las Cortes de Montserrat»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107276,cortes
fila.guerra.montserrat.v3,121384,id,v3,L,fila de 1938-09-30 con «las Cortes de Montserrat»; misma fila en la v3,2026-09-23,121384,cortes
fila.guerra.negrin_1feb1938.V2,107232,id,V2,L,fila de 1938-02-01 con «Los crimenes de los fraciosos»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107232,cortes
fila.guerra.negrin_1feb1938.v3,121328,id,v3,L,fila de 1938-02-01 con «Los crimenes de los fraciosos»; misma fila en la v3,2026-09-23,121328,cortes
fila.guerra.negrin_1oct1937.V2,107148,id,V2,L,"fila de 1937-10-01 con «Señores Diputados, en cumplimiento de un precepto constituci»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107148,cortes
fila.guerra.negrin_1oct1937.v3,121219,id,v3,L,"fila de 1937-10-01 con «Señores Diputados, en cumplimiento de un precepto constituci»; misma fila en la v3",2026-09-23,121219,cortes
fila.guerra.negrin_figueres.V2,107326,id,V2,L,"fila de 1939-02-01 con «Señores Diputados, se reúne hoy la Cámara en un severo ambie»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107326,cortes
fila.guerra.negrin_figueres.v3,121447,id,v3,L,"fila de 1939-02-01 con «Señores Diputados, se reúne hoy la Cámara en un severo ambie»; misma fila en la v3",2026-09-23,121447,cortes
fila.guerra.no_existe.v3,121110,id,v3,L,fila de 1936-10-01 con «NO EXISTE DATO ALGUNO»; solo en la v3 (fila del sumario o del acta),2026-09-23,121110,cortes
fila.guerra.nota_volumen.v3,121110,id,v3,L,fila de 1936-10-01 con «CON POSTERIORIDAD AL 18 DE JULIO»; solo en la v3 (fila del sumario o del acta),2026-09-23,121110,cortes
fila.guerra.palacio_congreso.V2,107093,id,V2,L,"fila de 1936-10-01 con «Palacio del Congreso, 1.° de Octubre de 1936»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107093,cortes
fila.guerra.palacio_congreso.v3,121143,id,v3,L,"fila de 1936-10-01 con «Palacio del Congreso, 1.° de Octubre de 1936»; misma fila en la v3",2026-09-23,121143,cortes
fila.guerra.paris.V2,107341,id,V2,L,"fila de 1939-02-01 con «las cuatro de la Diputación Permanente, celebradas en París»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107341,cortes
fila.guerra.paris.v3,121465,id,v3,L,"fila de 1939-02-01 con «las cuatro de la Diputación Permanente, celebradas en París»; misma fila en la v3",2026-09-23,121465,cortes
fila.guerra.pestana_brigadas.V2,107193,id,V2,L,"fila de 1937-10-02 con «Hay brigadas, en sitios de peligro»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107193,cortes
fila.guerra.pestana_brigadas.v3,121275,id,v3,L,"fila de 1937-10-02 con «Hay brigadas, en sitios de peligro»; misma fila en la v3",2026-09-23,121275,cortes
fila.guerra.reservas.V2,107288,id,V2,L,"fila de 1938-09-30 con «El Gobierno no acepta, ni admite votos de confianza condicio»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107288,cortes
fila.guerra.reservas.v3,121397,id,v3,L,"fila de 1938-09-30 con «El Gobierno no acepta, ni admite votos de confianza condicio»; misma fila en la v3",2026-09-23,121397,cortes
fila.guerra.sabadell.V2,107319,id,V2,L,"fila de 1938-10-01 con «Sabadell, 1.° de Octubre de 1939»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107319,cortes
fila.guerra.sabadell.v3,121437,id,v3,L,"fila de 1938-10-01 con «Sabadell, 1.° de Octubre de 1939»; misma fila en la v3",2026-09-23,121437,cortes
fila.guerra.san_cugat.V2,107303,id,V2,L,fila de 1938-09-30 con «del antiguo monasterio de San Cugat del Vallés»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107303,cortes
fila.guerra.san_cugat.v3,121412,id,v3,L,fila de 1938-09-30 con «del antiguo monasterio de San Cugat del Vallés»; misma fila en la v3,2026-09-23,121412,cortes
fila.guerra.sesenta_y_dos.V2,107341,id,V2,L,fila de 1939-02-01 con «Han votado afirmativamente los sesenta y dos señores Diputad»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107341,cortes
fila.guerra.sesenta_y_dos.v3,121464,id,v3,L,fila de 1939-02-01 con «Han votado afirmativamente los sesenta y dos señores Diputad»; misma fila en la v3,2026-09-23,121464,cortes
fila.guerra.valencia.V2,107095,id,V2,L,fila de 1936-12-01 con «al pueblo de Valencia»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107095,cortes
fila.guerra.valencia.v3,121147,id,v3,L,fila de 1936-12-01 con «al pueblo de Valencia»; misma fila en la v3,2026-09-23,121147,cortes
fila.guerra.votacion_nominal_1939.V2,107340,id,V2,L,fila de 1939-02-01 con «Se va a votar nominalmente la proposición presentada»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107340,cortes
fila.guerra.votacion_nominal_1939.v3,121462,id,v3,L,fila de 1939-02-01 con «Se va a votar nominalmente la proposición presentada»; misma fila en la v3,2026-09-23,121462,cortes
fila.guerra.voto_convalidacion.V2,107312,id,V2,L,fila de 1938-10-01 con «por 168 votos en pro y ninguno en contra»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107312,cortes
fila.guerra.voto_convalidacion.v3,121427,id,v3,L,fila de 1938-10-01 con «por 168 votos en pro y ninguno en contra»; misma fila en la v3,2026-09-23,121427,cortes
fila.lista.nwords,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,metodo
fila.lista.split,522,n,V2,C,len(speech.split()) de la fila V2 5453,2026-09-23,522,datos
fila.luz.id.V2,71330,id,V2,L,id V2 de la fila del 1934-06-08 «Luz y taquigrafos.»,2026-09-23,71330,cortes
fila.luz.id.v3,80306,id,v3,L,id v3 de la misma fila (mismo texto),2026-09-23,80306,cortes
fila.luz.nwords,3,n,V2,L,nwords de la fila V2 71330,2026-09-23,3,cortes
fila.mexico.accede.V2,107543,id,V2,L,fila de 1945-11-09 con «La Minoría Socialista accede muy gustosamente»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107543,cortes
fila.mexico.accede.v3,121691,id,v3,L,fila de 1945-11-09 con «La Minoría Socialista accede muy gustosamente»; misma fila en la v3,2026-09-23,121691,cortes
fila.mexico.aclamacion.V2,107425,id,V2,L,fila de 1945-11-07 con «es aprobada por aclamación la propuesta leida»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107425,cortes
fila.mexico.aclamacion.v3,121560,id,v3,L,fila de 1945-11-07 con «es aprobada por aclamación la propuesta leida»; misma fila en la v3,2026-09-23,121560,cortes
fila.mexico.comision_estatuto.V2,107466,id,V2,L,fila de 1945-11-09 con «una Comisión especial para dictamar sobre el Estatuto autónó»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107466,cortes
fila.mexico.comision_estatuto.v3,121614,id,v3,L,fila de 1945-11-09 con «una Comisión especial para dictamar sobre el Estatuto autónó»; misma fila en la v3,2026-09-23,121614,cortes
fila.mexico.costa_amic.v3,121466,id,v3,L,fila de 1945-01-10 con «México D.F.: B. Costa i Amic»; solo en la v3 (fila del sumario o del acta),2026-09-23,121466,cortes
fila.mexico.dimision_azana.v3,121466,id,v3,L,fila de 1945-01-10 con «Darse por enterada de la dimisión del Excelentísimo señor Pr»; solo en la v3 (fila del sumario o del acta),2026-09-23,121466,cortes
fila.mexico.dp_sin_textos.v3,121466,id,v3,L,fila de 1945-01-10 con «no se dispone de los textos ni en forma de fotocopia»; solo en la v3 (fila del sumario o del acta),2026-09-23,121466,cortes
fila.mexico.exequias.V2,107344,id,V2,L,fila de 1945-01-10 con «celebrábamos las exequias temporales de la República Español»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107344,cortes
fila.mexico.exequias.v3,121470,id,v3,L,fila de 1945-01-10 con «celebrábamos las exequias temporales de la República Español»; misma fila en la v3,2026-09-23,121470,cortes
fila.mexico.fallecidos.V2,107342,id,V2,L,fila de 1945-01-10 con «relación de señores diputados fallecidos desde julio de 1936»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107342,cortes
fila.mexico.fallecidos.v3,121467,id,v3,L,fila de 1945-01-10 con «relación de señores diputados fallecidos desde julio de 1936»; misma fila en la v3,2026-09-23,121467,cortes
fila.mexico.fuerza_mayor.V2,107429,id,V2,L,fila de 1945-11-07 con «las circunstancias que impiden con carácter de fuerza mayor »; fragmento comprobado letra a letra en cada exportación,2026-09-23,107429,cortes
fila.mexico.fuerza_mayor.v3,121567,id,v3,L,fila de 1945-11-07 con «las circunstancias que impiden con carácter de fuerza mayor »; misma fila en la v3,2026-09-23,121567,cortes
fila.mexico.giral.V2,107375,id,V2,L,fila de 1945-11-07 con «el primer Gobierno de la República que ha sido posible instr»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107375,cortes
fila.mexico.giral.v3,121507,id,v3,L,fila de 1945-11-07 con «el primer Gobierno de la República que ha sido posible instr»; misma fila en la v3,2026-09-23,121507,cortes
fila.mexico.gracias_mexico.V2,107551,id,V2,L,"fila de 1945-11-09 con «agradecer emocionadamente a México, a su Gobierno, a su Pren»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107551,cortes
fila.mexico.gracias_mexico.v3,121699,id,v3,L,"fila de 1945-11-09 con «agradecer emocionadamente a México, a su Gobierno, a su Pren»; misma fila en la v3",2026-09-23,121699,cortes
fila.mexico.lamoneda.V2,107402,id,V2,L,"fila de 1945-11-07 con «No otorgaremos, pues, la confianza al Gobierno»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107402,cortes
fila.mexico.lamoneda.v3,121535,id,v3,L,"fila de 1945-11-07 con «No otorgaremos, pues, la confianza al Gobierno»; misma fila en la v3",2026-09-23,121535,cortes
fila.mexico.orden_promesa.V2,107371,id,V2,L,"fila de 1945-08-17 con «Promesa del Excmo. señor don Diego Martínez Barrio, Presiden»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107371,cortes
fila.mexico.orden_promesa.v3,121500,id,v3,L,"fila de 1945-08-17 con «Promesa del Excmo. señor don Diego Martínez Barrio, Presiden»; misma fila en la v3",2026-09-23,121500,cortes
fila.mexico.prieto_8nov.V2,107446,id,V2,L,fila de 1945-11-08 con «En nombre de la Minoria a que pertenezco»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107446,cortes
fila.mexico.prieto_8nov.v3,121586,id,v3,L,fila de 1945-11-08 con «En nombre de la Minoria a que pertenezco»; misma fila en la v3,2026-09-23,121586,cortes
fila.mexico.prieto_8nov_b.v3,121588,id,v3,L,fila de 1945-11-08; solo en la v3 (fila del sumario o del acta),2026-09-23,121588,cortes
fila.mexico.relacion.v3,121466,id,v3,L,fila de 1945-01-10 con «de 2 de febrero de 1939 a 9 de enero de 1945»; solo en la v3 (fila del sumario o del acta),2026-09-23,121466,cortes
fila.mexico.santiago_chile.V2,107485,id,V2,L,fila de 1945-11-09 con «de Santiago de Chile para asistir a estas sesiones»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107485,cortes
fila.mexico.santiago_chile.v3,121633,id,v3,L,fila de 1945-11-09 con «de Santiago de Chile para asistir a estas sesiones»; misma fila en la v3,2026-09-23,121633,cortes
fila.mexico.satisfaccion.V2,107540,id,V2,L,fila de 1945-11-09 con «dar esta satisfacción moral a nuestros compañeros los Diputa»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107540,cortes
fila.mexico.satisfaccion.v3,121688,id,v3,L,fila de 1945-11-09 con «dar esta satisfacción moral a nuestros compañeros los Diputa»; misma fila en la v3,2026-09-23,121688,cortes
fila.mexico.si_prometo.V2,107372,id,V2,L,"fila de 1945-08-17 con «Si, prometo»; fragmento comprobado letra a letra en cada exportación",2026-09-23,107372,cortes
fila.mexico.si_prometo.v3,121502,id,v3,L,"fila de 1945-08-17 con «Si, prometo»; misma fila en la v3",2026-09-23,121502,cortes
fila.mexico.voto_8nov.V2,107442,id,V2,L,fila de 1945-11-08 con «106 votos a favor y ninguno en contra»; fragmento comprobado letra a letra en cada exportación,2026-09-23,107442,cortes
fila.mexico.voto_8nov.v3,121582,id,v3,L,fila de 1945-11-08 con «106 votos a favor y ninguno en contra»; misma fila en la v3,2026-09-23,121582,cortes
fila.mexico_caratula.v3,121466,id,v3,L,fila SUMARIO del 10-I-1945 con la carátula del volumen de México (solo v3),2026-09-23,121466,cortes
fila.presidencia.id.V2,5423,id,V2,L,id V2 de la fila del 1931-10-01 «Ruego a la Cámara que guarde silencio.»,2026-09-23,5423,cortes
fila.presidencia.id.v3,6078,id,v3,L,id v3 de la misma fila (mismo texto),2026-09-23,6078,cortes
fila.presidencia.nwords,7,n,V2,L,nwords de la fila V2 5423,2026-09-23,7,cortes
fila.presidencia.orden.V2,25,id,V2,C,order de la fila V2 5423,2026-09-23,25,metodo
fila.presidencia.orden.v3,28,id,v3,C,ord de la fila v3 6078,2026-09-23,28,metodo
fila.prieto.documentos,21638,n,v3,C,nwords de las piezas de comentario de V2 55221 (v3 61930 + 61932),2026-09-23,21.638,metodo
